index;batch;product;date;month;quarter;year;year_quarter;api_reference;api_water;api_impurities;api_content;api_d10;api_d50;api_d90;lactose_water;smcc_water;smcc_d10;smcc_d50;smcc_d90;starch_water;SREL;compforce_mean;compforce_std;tensile_strengh;thickness;mass;hardness;yield;dissolution;impurities
452;B452;Product 1;09/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.844958482;4.562158956;0.055170549;1.596963313;3.4;111.5;52;98.106;92.17;0.05
453;B453;Product 1;10/10/2019;10;Q4;2019;2019-Q4;Ref_1;1.43;0.06;94.7;2.07;32.76;119.83;0.05;4.542;32.585;118.459;256.349;3.94;3.905131265;4.44797136;0.055428722;1.56625248;3.4;111.5;51;97.348;93.5;0.05
457;B457;Product 2;13/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.1;0.2;94.9;1.67;34.78;153.9;0.05;4.542;32.585;118.459;256.349;3.94;5.659119497;7.90113557;0.404189708;1.568824323;2.9;112;50;97.538;95.5;0.24
458;B458;Product 2;14/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.1;0.2;94.9;1.67;34.78;153.9;0.05;4.542;32.585;118.459;256.349;3.94;6.829821144;7.858916239;0.142487247;1.752434873;2.7;114;52;99.479;90.5;0.29
459;B459;Product 2;16/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.51;0.18;94.6;1.48;24.9;135;0.05;4.542;32.585;118.459;256.349;3.94;5.076551969;9.074667376;1.074369317;1.698086609;2.8;113;53;98.39;91;0.27
460;B460;Product 2;17/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.51;0.18;94.6;1.48;24.9;135;0.05;4.542;32.585;118.459;256.349;3.94;5.98492588;6.955625;0.171032612;1.559859613;2.8;114;48;98.532;90.83;0.27
461;B461;Product 2;17/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.51;0.18;94.6;1.48;24.9;135;0.05;4.542;32.585;118.459;256.349;3.94;5.904083452;7.56196505;0.198898853;1.787339139;2.7;115.5;55;98.722;91.83;0.22
462;B462;Product 3;19/10/2019;10;Q4;2019;2019-Q4;Ref_5;0.77;0.17;95.3;1.35;30.19;153.069;0.05;4.542;32.585;118.459;256.349;3.94;2.902173151;6.953137049;0.096037232;1.061571125;4;226;54;98.343;86.17;0.25
463;B463;Product 3;20/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.51;0.18;94.6;1.48;24.9;135;0.05;4.542;32.585;118.459;256.349;3.94;3.01369863;6.759135629;0.094296905;1.100888574;4;226;56;98.248;90.67;0.25
464;B464;Product 3;20/10/2019;10;Q4;2019;2019-Q4;Ref_5;0.59;0.16;95.5;1.36;27.48;156.908;0.05;4.542;32.585;118.459;256.349;3.94;3.352666902;5.954044507;0.112835586;1.035679147;4.1;228.5;54;98.864;89.5;0.2
465;B465;Product 3;21/10/2019;10;Q4;2019;2019-Q4;Ref_5;0.59;0.16;95.5;1.36;27.48;156.908;0.05;4.542;32.585;118.459;256.349;3.94;3.393947924;5.756579873;0.124253429;0.978141416;4.1;228;51;98.58;89.17;0.19
466;B466;Product 3;21/10/2019;10;Q4;2019;2019-Q4;Ref_5;0.59;0.16;95.5;1.36;27.48;156.908;0.05;4.542;32.585;118.459;256.349;3.94;3.248614521;5.255664679;0.101074951;0.939782929;4.1;226;49;98.627;87.83;0.18
467;B467;Product 3;24/10/2019;10;Q4;2019;2019-Q4;Ref_5;0.59;0.16;95.5;1.36;27.48;156.908;0.05;4.542;32.585;118.459;256.349;3.94;3.24977217;5.254258675;0.104928943;0.939782929;4.1;228;49;99.242;87.83;0.19
468;B468;Product 3;26/10/2019;10;Q4;2019;2019-Q4;Ref_5;0.59;0.16;95.5;1.36;27.48;156.908;0.05;4.542;32.585;118.459;256.349;3.94;3.083327421;6.460979071;0.13527526;1.074037634;4.1;228;56;97.964;89.5;0.2
469;B469;Product 3;26/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.69;0.2;94.4;1.48;31.17;153.658;0.05;4.542;32.585;118.459;256.349;3.94;3.22324267;8.759448958;0.084746015;0.933249341;3.8;224;52;97.822;85.83;0.27
470;B470;Product 3;26/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.69;0.2;94.4;1.48;31.17;153.658;0.05;4.542;32.585;118.459;256.349;3.94;3.494894366;7.861267606;0.329301371;0.897355135;3.9;226.5;50;97.633;89.17;0.22
471;B471;Product 3;26/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.69;0.2;94.4;1.48;31.17;153.658;0.05;4.542;32.585;118.459;256.349;3.94;3.379623168;9.559769714;0.087092753;0.933249341;3.8;224.5;52;98.438;86.33;0.2
472;B472;Product 3;27/10/2019;10;Q4;2019;2019-Q4;Ref_5;1.69;0.2;94.4;1.48;31.17;153.658;0.05;4.542;32.585;118.459;256.349;3.94;3.73570927;7.654433498;0.167375267;0.789672519;3.9;225.5;44;97.822;85.5;0.2
455;B455;Product 4;28/10/2019;10;Q4;2019;2019-Q4;Ref_4;0;0.08;94.5;4.68;47.82;137.589;0.05;4.542;32.585;118.459;256.349;3.94;4.938698195;11.10330789;0.523078237;1.141689701;5.3;113.5;95;97.184;99.67;0.05
473;B473;Product 3;01/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.27;0.19;94.8;1.65;28.59;150.553;0.05;4.542;32.585;118.459;256.349;3.94;4.955857143;6.656607143;0.107120164;1.11239612;4.1;225;58;98.58;87;0.23
474;B474;Product 3;01/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.27;0.19;94.8;1.65;28.59;150.553;0.05;4.542;32.585;118.459;256.349;3.94;5.267511603;5.955872903;0.091428916;1.016499903;4.1;225.5;53;98.343;86;0.22
475;B475;Product 3;02/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.27;0.19;94.8;1.65;28.59;150.553;0.05;4.542;32.585;118.459;256.349;3.94;5.265939177;5.957423971;0.101127241;0.978141416;4;226;51;98.485;89.17;0.23
476;B476;Product 3;02/11/2019;11;Q4;2019;2019-Q4;Ref_5;0.94;0.17;95.1;2.03;32.39;152.375;0.05;4.542;32.585;118.459;256.349;3.94;5.199751597;6.05267094;0.115552248;1.120547299;4;227;57;98.769;88.67;0.21
477;B477;Product 3;03/11/2019;11;Q4;2019;2019-Q4;Ref_5;0.94;0.17;95.1;2.03;32.39;152.375;0.05;4.542;32.585;118.459;256.349;3.94;5.179270021;5.95411056;0.101193371;1.179523473;4;223.5;60;99.148;88;0.23
478;B478;Product 3;03/11/2019;11;Q4;2019;2019-Q4;Ref_5;0.94;0.17;95.1;2.03;32.39;152.375;0.05;4.542;32.585;118.459;256.349;3.94;5.07062167;5.860035524;0.116319409;1.100888574;4;228.5;56;99.29;87;0.22
479;B479;Product 3;04/11/2019;11;Q4;2019;2019-Q4;Ref_5;0.94;0.17;95.1;2.03;32.39;152.375;0.05;4.542;32.585;118.459;256.349;3.94;5.230290011;5.25735768;0.104640365;1.002594952;4;227;51;98.343;87.33;0.22
480;B480;Product 3;05/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.29;0.18;94.8;1.55;24.07;136.302;0.05;4.542;32.585;118.459;256.349;3.94;5.050017902;5.861654135;0.105783944;1.120547299;4;226;57;98.295;85.42;0.23
481;B481;Product 3;07/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.65;0.34;94.2;3.1;42.74;157.97;0.05;4.542;32.585;118.459;256.349;3.94;4.64374111;5.759124867;0.079932016;1.002594952;4;227;51;98.958;94;0.08
482;B482;Product 3;08/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.65;0.34;94.2;3.1;42.74;157.97;0.05;4.542;32.585;118.459;256.349;3.94;4.576884602;6.359342622;0.07965524;1.100888574;4;226;56;98.674;95.33;0.05
483;B483;Product 3;09/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.49;0.34;94.2;4.14;57.06;202.21;0.05;4.542;32.585;118.459;256.349;3.94;4.663816956;6.25352962;0.071564639;1.068628103;3.9;226;53;99.242;94.33;0.05
484;B484;Product 3;10/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.49;0.31;94.2;4.14;57.06;202.21;0.05;4.542;32.585;118.459;256.349;3.94;3.96925;7.109214286;0.404044518;1.068628103;3.9;226;53;97.727;97.17;0.05
485;B485;Product 3;12/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.41;0.31;94.3;4.18;54.4;197.15;0.05;4.542;32.585;118.459;256.349;3.94;3.651371571;7.227075169;0.424919718;1.18960487;3.9;228.5;59;98.674;90;0.05
486;B486;Product 3;12/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.41;0.31;94.3;4.18;54.4;197.15;0.05;4.542;32.585;118.459;256.349;3.94;4.56177825;6.459865391;0.082833307;1.169442075;3.9;227;58;99.337;88.33;0.05
487;B487;Product 3;13/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.41;0.31;94.3;4.18;54.4;197.15;0.05;4.542;32.585;118.459;256.349;3.94;3.638797423;6.861238368;0.082937726;1.245304589;3.9;226.5;61;98.39;89.5;0.05
490;B490;Product 3;15/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.43;0.46;94.4;3.63;46.37;170.13;0.05;4.542;32.585;118.459;256.349;3.94;4.401242457;6.561022364;0.086848744;1.149279281;3.9;228;57;99.384;87.67;0.05
491;B491;Product 3;16/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.43;0.46;94.4;3.63;46.37;170.13;0.05;4.542;32.585;118.459;256.349;3.94;4.440986515;6.659971611;0.089221772;1.129116487;3.9;229;56;99.479;87.33;0.05
492;B492;Product 3;17/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.43;0.46;94.4;3.63;46.37;170.13;0.05;4.542;32.585;118.459;256.349;3.94;4.546434906;6.154861604;0.082640133;1.068628103;3.9;227;53;99.195;90;0.05
493;B493;Product 3;18/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.73;0.46;94.1;3.41;41.39;154.45;0.05;4.542;32.585;118.459;256.349;3.94;4.088199858;6.254252303;0.08151345;1.108953692;3.9;227.5;55;99.29;87.17;0.06
488;B488;Product 3;20/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.43;0.31;94.4;3.63;46.37;170.13;0.05;4.542;32.585;118.459;256.349;3.94;4.261748054;6.758244869;0.084503536;1.22488976;3.9;226.5;60;98.958;91.5;0.05
489;B489;Product 3;20/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.43;0.31;94.4;3.63;46.37;170.13;0.05;4.542;32.585;118.459;256.349;3.94;4.282309059;6.357761989;0.084909544;1.08122985;4;228;55;99.432;88.33;0.05
494;B494;Product 4;20/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.89;0.18;94.2;1.23;12.98;113.041;0.05;4.542;32.585;118.459;256.349;3.94;4.43888556;8.835774142;0.346016962;1.06273897;5.3;448;91;98.616;87.67;0.34
495;B495;Product 4;23/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.73;0.31;94.1;3.41;41.39;154.45;0.05;4.542;32.585;118.459;256.349;3.94;4.35722467;8.261043443;0.081799851;1.02770362;5.3;446.5;88;99.504;87.33;0.06
496;B496;Product 4;24/11/2019;11;Q4;2019;2019-Q4;Ref_3;1.73;0.31;94.1;3.41;41.39;154.45;0.05;4.542;32.585;118.459;256.349;3.94;4.491220647;8.658482953;0.088339301;1.086095871;5.4;452;93;99.256;89.83;0.05
497;B497;Product 3;24/11/2019;11;Q4;2019;2019-Q4;Ref_5;0.94;0.17;95.1;2.03;32.39;152.375;0.05;4.542;32.585;118.459;256.349;2.406;4.485964912;4.860610312;0.101853934;1.150754607;4.1;226;60;97.491;93.5;0.19
498;B498;Product 3;26/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.29;0.18;94.8;1.55;24.07;136.302;0.05;4.542;32.585;118.459;256.349;2.406;4.784143399;4.05377456;0.109215334;0.99732066;4.1;222;52;98.958;91.17;0.28
499;B499;Product 3;27/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.29;0.18;94.8;1.55;24.07;136.302;0.05;4.542;32.585;118.459;256.349;2.406;4.953886372;4.253502963;0.126283225;1.074037634;4.1;226;56;98.343;94;0.2
500;B500;Product 3;28/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.29;0.18;94.8;1.55;24.07;136.302;0.05;4.542;32.585;118.459;256.349;2.406;5.058976157;4.157313223;0.130390802;0.97357493;4.1;225.5;52;98.106;93.83;0.21
501;B501;Product 3;28/11/2019;11;Q4;2019;2019-Q4;Ref_5;1.29;0.18;94.8;1.55;24.07;136.302;0.05;4.542;32.585;118.459;256.349;2.406;5.199124343;4.157302977;0.125770551;0.93612974;4.1;225;50;98.295;88.83;0.23
503;B503;Product 4;02/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.33;0.32;94.4;3.77;47.82;169.15;0.05;4.386;32.764;122.547;260.382;2.406;4.355541237;9.659376282;0.13020726;1.03938207;5.4;445;89;98.285;90.83;0.05
504;B504;Product 4;04/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.33;0.32;94.4;3.77;47.82;169.15;0.05;4.386;32.764;122.547;260.382;2.406;3.34482899;9.658587089;0.121406116;1.06273897;5.4;448.5;91;99.483;87.33;0.05
505;B505;Product 4;04/12/2019;12;Q4;2019;2019-Q4;Ref_3;2.33;0.34;93.4;3.96;49.92;177.26;0.05;4.386;32.764;122.547;260.382;2.406;3.254954955;10.15775651;0.122440796;1.213677431;5.3;449;102;98.698;88.5;0.06
506;B506;Product 2;05/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.42;0.36;94.2;3.28;44.86;166.98;0.05;4.386;32.764;122.547;260.382;2.406;4.936311688;3.611064935;0.105727026;1.561134008;3.4;113;50;98.295;92.17;0.05
507;B507;Product 2;05/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.51;0.38;94.2;4.64;55.43;185.03;0.05;4.386;32.764;122.547;260.382;2.406;5.725077882;3.762270682;0.049987031;1.479765811;3.3;113.5;46;99.669;91;0.12
508;B508;Product 2;05/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.51;0.38;94.2;4.64;55.43;185.03;0.05;4.386;32.764;122.547;260.382;2.406;5.598615198;3.762402631;0.050162222;1.447596989;3.3;113.5;45;99.148;90;0.12
509;B509;Product 2;06/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.51;0.38;94.2;4.64;55.43;185.03;0.05;4.386;32.764;122.547;260.382;2.406;5.477521664;5.173756284;0.066655153;1.962298141;3.3;112.5;61;99.29;94.83;0.06
510;B510;Product 2;06/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.51;0.38;94.2;4.64;55.43;185.03;0.05;4.386;32.764;122.547;260.382;2.406;5.423328715;4.194423277;0.370317449;1.672778743;3.3;113;52;99.148;91.17;0.11
516;B516;Product 2;08/12/2019;12;Q4;2019;2019-Q4;Ref_5;1.41;0.17;94.7;1.31;15.69;97.673;0.05;4.386;32.764;122.547;260.382;2.406;4.640563682;3.859775241;0.057574087;1.672778743;3.3;112.5;52;97.775;90;0.33
517;B517;Product 2;09/12/2019;12;Q4;2019;2019-Q4;Ref_5;1.41;0.17;94.7;1.31;15.69;97.673;0.05;4.386;32.764;122.547;260.382;2.406;4.638133333;4.558374822;0.063039309;1.890923567;3.2;111.5;57;99.384;93.33333333;0.31
518;B518;Product 2;09/12/2019;12;Q4;2019;2019-Q4;Ref_5;1.41;0.17;94.7;1.31;15.69;97.673;0.05;4.386;32.764;122.547;260.382;2.406;4.574906964;4.775861456;0.381912414;1.791401274;3.2;113.5;54;98.627;90.66666667;0.35
511;B511;Product 2;09/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.51;0.38;94.2;4.64;55.43;185.03;0.05;4.386;32.764;122.547;260.382;2.406;4.836177593;4.826153313;0.395888689;1.897960497;3.3;114;59;99.195;90;0.1
512;B512;Product 2;09/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.48;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;5.204067443;3.955449331;0.050332109;1.833622853;3.3;113.5;57;99.053;91.5;0.1
513;B513;Product 2;10/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.48;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;5.464559819;3.761382184;0.050201743;1.672778743;3.3;114;52;99.195;94.83;0.1
514;B514;Product 2;11/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.48;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;5.357723013;3.669090594;0.046998127;1.623579368;3.3;113.5;52;99.195;91.33;0.05
515;B515;Product 2;11/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.48;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;5.281093159;3.763114472;0.050379966;1.672778743;3.3;113.5;52;99.432;90.67;0.05
519;B519;Product 2;13/12/2019;12;Q4;2019;2019-Q4;Ref_5;1.11;0.18;95;1.77;34.03;163.837;0.05;4.386;32.764;122.547;260.382;2.406;4.711743772;4.954323843;0.063286244;1.833622853;3.3;112.5;57;99.006;94.16666667;0.34
520;B520;Product 2;14/12/2019;12;Q4;2019;2019-Q4;Ref_5;1.11;0.18;95;1.77;34.03;163.837;0.05;4.386;32.764;122.547;260.382;2.406;4.700590551;4.561596278;0.058497629;1.704947565;3.3;113;53;99.006;90.66666667;0.3
521;B521;Product 2;16/12/2019;12;Q4;2019;2019-Q4;Ref_5;1.11;0.18;95;1.77;34.03;163.837;0.05;4.386;32.764;122.547;260.382;2.406;4.475871266;4.761948791;0.408193916;1.801454031;3.2;113;56;98.958;91.33333333;0.31
522;B522;Product 2;16/12/2019;12;Q4;2019;2019-Q4;Ref_5;1.11;0.18;95;1.77;34.03;163.837;0.05;4.386;32.764;122.547;260.382;2.406;4.486648794;4.560714924;0.064016919;1.833622853;3.3;112.5;57;99.006;92.33333333;0.24
529;B529;Product 1;16/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.38;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.649221557;4.051736527;0.060025794;1.55133579;3.4;113.5;52;95.076;92.17;0.05
523;B523;Product 1;17/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.23;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.333622829;4.453349876;0.056458145;1.56625248;3.4;113.5;51;93.561;95.83;0.05
524;B524;Product 1;17/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.23;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.28021327;4.557109005;0.058321175;1.689095812;3.4;112;55;97.727;90.83;0.05
525;B525;Product 1;18/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.23;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.269095182;3.760634548;0.052817748;1.312668745;3.5;113.5;44;98.485;90.33;0.05
526;B526;Product 1;20/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.37;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.347539016;4.251020408;0.058235603;1.596963313;3.4;112.5;52;95.833;93.33;0.05
527;B527;Product 1;22/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.43;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.319614922;4.352948255;0.061215369;1.689095812;3.4;112.5;55;96.591;94.67;0.05
528;B528;Product 1;24/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.43;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.452320186;4.052668213;0.058124612;1.504830814;3.4;113;49;98.485;91.67;0.05
530;B530;Product 1;24/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.38;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.647523585;4.05495283;0.062031699;1.56625248;3.4;112.5;51;99.242;90.83;0.05
531;B531;Product 1;25/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.38;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.881353919;3.953325416;0.062600111;1.474119981;3.4;112.5;48;99.242;94;0.05
532;B532;Product 1;26/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.38;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.826946108;3.857365269;0.060989086;1.443409148;3.4;112.5;47;96.591;95.33;0.05
533;B533;Product 1;26/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.38;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.975029869;3.953643967;0.056633907;1.474119981;3.4;113.5;48;96.97;95.5;0.05
534;B534;Product 1;27/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.18;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.966006985;3.555529686;0.059536222;1.282835364;3.5;112.5;43;99.242;95.5;0.1
535;B535;Product 1;28/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.18;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.928723404;3.760401891;0.05697984;1.412698315;3.4;113.5;46;98.106;92.33;0.05
536;B536;Product 1;28/12/2019;12;Q4;2019;2019-Q4;Ref_3;1.47;0.47;94.1;3.56;42.26;154.2;0.05;4.386;32.764;122.547;260.382;2.406;4.948;3.757647059;0.055075643;1.342502126;3.5;112;45;98.485;93.83;0.05
